elapsed_s,channels_touched_so_far,server_mem_rss_mb,client_mem_rss_mb
113.1,820,1136.76,58.76
114.1,820,1136.82,58.93
115.1,840,1136.84,59.07
116.1,840,1136.84,59.24
117.1,840,1136.86,59.43
118.1,860,1136.92,59.54
119.1,860,1136.95,59.71
120.1,860,1136.95,59.9
121.1,880,1136.96,60.02
122.1,880,1137.02,60.15
123.1,880,1137.05,60.32
124.1,900,1137.05,60.45
125.1,900,1137.06,60.6
126.2,900,1137.13,60.75
127.2,920,1137.16,60.91
128.2,920,1137.16,61.01
129.2,920,1137.17,61.14
130.2,920,1137.24,61.31
131.2,940,1137.26,61.44
132.2,940,1137.26,61.59
133.2,940,1137.27,61.76
134.2,960,1137.33,61.88
135.2,960,1137.36,62.05
136.2,960,1137.36,62.21
137.2,980,1137.38,62.33
138.2,980,1137.45,62.52
139.2,980,1137.46,62.69
140.2,1000,1137.46,62.82
141.2,1000,1137.51,63.1
142.2,1000,1137.55,63.27
143.2,1020,1137.56,63.38
144.2,1020,1137.57,63.76
145.2,1020,1137.64,63.95
146.2,1040,1137.64,64.06
147.2,1040,1137.66,64.23
148.2,1040,1137.68,64.39
149.2,1060,1137.71,64.54
150.2,1060,1137.75,64.7
151.2,1060,1137.77,64.86
152.2,1080,1137.77,65.01
153.2,1080,1137.84,65.17
154.2,1080,1137.87,65.34
155.2,1100,1137.87,65.48
156.2,1100,1137.89,65.64
157.2,1100,1137.94,65.8
158.2,1120,1137.95,65.93
159.2,1120,1137.97,66.11
160.2,1120,1137.98,66.28
161.2,1140,1138.05,66.39
162.2,1140,1138.07,66.59
163.2,1140,1138.07,66.75
164.2,1160,1138.09,66.86
165.2,1160,1138.15,67.04
166.2,1160,1138.17,67.21
167.2,1180,1138.18,67.34
168.2,1180,1138.2,67.52
169.2,1180,1138.25,67.68
170.2,1200,1138.26,67.8
171.2,1200,1138.28,67.99
172.2,1200,1138.3,68.16
173.2,1220,1138.36,68.27
174.2,1220,1138.38,68.46
175.2,1220,1138.39,68.63
176.2,1240,1138.4,68.75
177.2,1240,1138.45,68.94
178.2,1240,1138.48,69.09
179.2,1260,1138.48,69.22
180.2,1260,1138.51,69.38
181.2,1260,1138.55,69.57
182.2,1280,1138.58,69.68
183.2,1280,1138.59,69.85
184.2,1280,1138.61,70.04
185.2,1300,1138.66,70.16
186.2,1300,1138.68,70.32
187.2,1300,1138.7,70.51
188.2,1320,1138.71,70.62
189.2,1320,1138.77,70.8
190.2,1320,1138.79,70.99
191.2,1340,1138.79,71.11
192.2,1340,1138.82,71.27
193.2,1340,1138.88,71.46
194.2,1360,1138.89,71.57
195.2,1360,1138.9,71.84
196.2,1360,1138.93,72.03
197.2,1380,1138.98,72.15
198.2,1380,1139.0,72.32
199.2,1380,1139.01,72.5
200.3,1400,1139.02,72.62
201.3,1400,1139.07,72.78
202.3,1400,1139.11,72.96
203.3,1420,1139.11,73.08
204.3,1420,1139.14,73.28
205.3,1420,1139.19,73.45
206.3,1440,1139.2,73.56
207.3,1440,1139.21,73.74
208.3,1440,1139.25,73.91
209.3,1460,1139.29,74.05
210.3,1460,1139.3,74.21
211.3,1460,1139.31,74.39
212.3,1480,1139.38,74.54
213.3,1480,1139.4,74.75
214.3,1500,1139.41,74.96
215.3,1500,1139.42,75.17
216.3,1500,1139.48,75.34
217.3,1520,1139.5,75.52
218.3,1520,1139.5,75.63
219.3,1520,1139.53,75.8
220.3,1540,1139.56,75.96
221.3,1540,1139.57,76.11
222.3,1540,1139.58,76.32
223.3,1560,1139.64,76.46
224.3,1560,1139.66,76.67
225.3,1580,1139.66,76.88
226.3,1580,1139.69,77.03
227.3,1580,1139.72,77.21
228.3,1600,1139.74,77.38
229.3,1600,1139.74,77.5
230.3,1600,1139.77,77.71
231.3,1620,1139.82,77.87
232.3,1620,1139.84,78.03
233.3,1620,1139.84,78.22
234.3,1640,1139.88,78.37
235.3,1640,1139.92,78.57
236.3,1660,1139.94,78.77
237.3,1660,1139.95,78.91
238.3,1660,1139.98,79.09
239.3,1680,1140.02,79.28
240.3,1680,1140.04,79.42
241.3,1680,1140.04,79.62
242.3,1700,1140.05,79.75
243.3,1700,1140.09,79.92
244.3,1700,1140.1,80.13
245.3,1720,1140.11,80.24
246.3,1720,1140.12,80.45
247.3,1740,1140.14,80.66
248.3,1740,1140.14,80.79
249.3,1740,1140.16,81.0
250.3,1760,1140.16,81.16
251.3,1760,1140.18,81.33
252.3,1760,1140.18,81.49
253.3,1780,1140.19,81.62
254.3,1780,1140.21,81.82
255.3,1780,1140.21,81.98
256.3,1800,1140.22,82.12
257.3,1800,1140.23,82.32
258.3,1800,1140.24,82.5
259.3,1820,1140.25,82.64
260.3,1820,1140.27,82.82
261.3,1840,1140.27,82.99
262.3,1840,1140.28,83.14
263.3,1840,1140.3,83.3
264.3,1860,1140.3,83.46
265.3,1860,1140.3,83.61
266.3,1860,1140.32,83.79
267.3,1880,1140.33,83.98
268.3,1880,1140.34,84.12
269.3,1880,1140.36,84.31
270.3,1900,1140.36,84.47
271.3,1900,1140.37,84.61
272.3,1900,1140.38,84.8
273.3,1920,1140.38,84.94
274.4,1920,1140.39,85.11
275.4,1920,1140.41,85.29
276.4,1940,1140.41,85.41
277.4,1940,1140.42,85.61
278.4,1940,1140.42,85.76
279.4,1960,1140.43,85.88
280.4,1960,1140.45,86.07
281.4,1960,1140.45,86.25
282.4,1980,1140.46,86.38
283.4,1980,1140.48,86.57
284.4,1980,1140.49,86.73
285.4,2000,1140.5,86.96
286.4,2000,1140.5,87.16
287.4,2020,1140.52,87.38
288.4,2020,1140.53,87.52
289.4,2020,1140.54,87.7
290.4,2040,1140.54,87.87
291.4,2040,1140.55,88.31
292.4,2060,1140.57,88.5
293.4,2060,1140.57,88.64
294.4,2060,1140.59,88.85
295.4,2080,1140.6,89.02
296.4,2080,1140.6,89.2
297.4,2080,1140.61,89.42
298.4,2100,1140.62,89.56
299.4,2100,1140.63,89.74
300.4,2120,1140.64,89.96
301.4,2120,1140.65,90.1
302.4,2120,1140.66,90.31
303.4,2140,1140.67,90.48
304.4,2140,1140.67,90.67
305.4,2160,1140.69,90.85
306.4,2160,1140.7,90.99
307.4,2160,1140.71,91.2
308.4,2180,1140.71,91.37
309.4,2180,1140.73,91.55
310.4,2180,1140.73,91.76
311.4,2200,1140.74,91.91
312.4,2200,1140.75,92.12
313.4,2220,1140.77,92.31
314.4,2220,1140.77,92.45
315.4,2220,1140.79,92.64
316.4,2240,1140.79,92.77
317.4,2240,1140.8,93.01
318.4,2260,1140.81,93.2
319.4,2260,1140.82,93.34
320.4,2260,1140.83,93.53
321.4,2280,1140.84,93.71
322.4,2280,1140.84,93.86
323.4,2280,1140.86,94.04
324.4,2300,1140.87,94.18
325.4,2300,1140.88,94.39
326.4,2300,1140.89,94.59
327.4,2320,1140.9,94.73
328.4,2320,1140.91,94.94
329.4,2340,1140.91,95.12
330.4,2340,1140.93,95.27
331.4,2340,1140.94,95.44
332.4,2360,1140.94,95.6
333.5,2360,1140.95,95.76
334.5,2360,1140.97,95.93
335.5,2380,1140.97,96.07
336.5,2380,1140.98,96.24
337.5,2380,1140.99,96.43
338.5,2400,1141.0,96.54
339.5,2400,1141.01,96.7
340.5,2400,1141.02,96.9
341.5,2420,1141.03,97.02
342.5,2420,1141.04,97.2
343.5,2420,1141.05,97.37
344.5,2440,1141.05,97.48
345.5,2440,1141.06,97.67
346.5,2440,1141.07,97.84
347.5,2460,1141.07,97.95
348.5,2460,1141.09,98.14
349.5,2460,1141.09,98.31
350.5,2480,1141.1,98.45
351.5,2480,1141.12,98.64
352.5,2480,1141.12,98.79
353.5,2500,1141.13,99.03
354.5,2500,1141.14,99.22
355.5,2520,1141.15,99.41
356.5,2520,1141.16,99.55
357.5,2520,1141.17,99.74
358.5,2540,1141.18,99.93
359.5,2540,1141.18,100.04
360.5,2540,1141.19,100.23
361.5,2560,1141.2,100.39
362.5,2560,1141.21,100.56
363.5,2560,1141.22,100.75
364.5,2580,1141.23,100.89
365.5,2580,1141.23,101.07
366.5,2580,1141.25,101.24
367.5,2600,1141.25,101.36
368.5,2600,1141.26,101.56
369.5,2600,1141.27,101.75
370.5,2620,1141.28,101.86
371.5,2620,1141.29,102.05
372.5,2640,1141.29,102.24
373.5,2640,1141.3,102.38
374.5,2640,1141.31,102.57
375.5,2660,1141.32,102.77
376.5,2660,1141.33,102.88
377.5,2660,1141.33,103.04
378.5,2680,1141.35,103.23
379.5,2680,1141.36,103.35
380.5,2680,1141.36,103.54
381.5,2700,1141.36,103.7
382.5,2700,1141.38,103.84
383.5,2700,1141.39,104.03
384.5,2720,1141.4,104.18
385.5,2720,1141.4,104.34
386.5,2720,1141.42,104.75
387.5,2740,1141.42,104.86
388.5,2740,1141.43,105.05
389.5,2740,1141.44,105.21
