elapsed_s,channels_touched_so_far,server_mem_rss_mb,client_mem_rss_mb
354.4,1880,1138.77,39.19
355.4,1900,1138.77,39.19
356.4,1900,1138.77,39.19
357.4,1900,1138.77,39.19
358.4,1900,1138.78,39.19
359.4,1920,1138.78,39.19
360.5,1920,1138.78,39.19
361.5,1920,1138.78,39.19
362.5,1920,1138.78,39.19
363.5,1940,1138.79,39.19
364.5,1940,1138.79,39.19
365.5,1940,1138.79,39.19
366.5,1940,1138.79,39.19
367.5,1960,1138.79,39.19
368.5,1960,1138.79,39.19
369.5,1960,1138.79,39.19
370.5,1980,1138.79,39.19
371.5,1980,1138.79,39.19
372.5,1980,1138.8,39.19
373.5,1980,1138.8,39.19
374.5,2000,1138.81,39.19
375.5,2000,1138.81,39.19
376.5,2000,1138.82,39.19
377.5,2020,1138.83,39.19
378.5,2020,1138.83,39.19
379.5,2020,1138.83,39.19
380.5,2020,1138.83,39.19
381.5,2040,1138.83,39.19
382.5,2040,1138.84,39.19
383.5,2040,1138.84,39.19
384.5,2060,1138.84,39.19
385.5,2060,1138.84,39.19
386.5,2060,1138.84,39.19
387.5,2060,1138.84,39.19
388.5,2080,1138.84,39.19
389.5,2080,1138.84,39.19
390.5,2080,1138.84,39.19
391.5,2080,1138.84,39.19
392.5,2100,1138.84,39.19
393.5,2100,1138.84,39.19
394.5,2100,1138.84,39.19
395.5,2120,1138.84,39.19
396.5,2120,1138.84,39.19
397.5,2120,1138.85,39.19
398.5,2120,1138.85,39.19
399.5,2140,1138.85,39.19
400.5,2140,1138.85,39.19
401.5,2140,1138.85,39.19
402.5,2160,1138.85,39.19
403.5,2160,1138.85,39.19
404.5,2160,1138.85,39.19
405.5,2160,1138.85,39.19
406.5,2180,1138.86,39.19
407.5,2180,1138.86,39.19
408.5,2180,1138.86,39.19
409.5,2200,1138.86,39.19
410.5,2200,1138.86,39.19
411.5,2200,1138.86,39.19
412.5,2200,1138.86,39.19
413.5,2220,1138.86,39.19
414.5,2220,1138.86,39.19
415.5,2220,1138.86,39.19
416.5,2240,1138.86,39.19
417.5,2240,1138.86,39.19
418.5,2240,1138.86,39.19
419.5,2240,1138.86,39.19
420.5,2260,1138.87,39.19
421.5,2260,1138.87,39.19
422.5,2260,1138.87,39.19
423.6,2280,1138.87,39.19
424.6,2280,1138.87,39.19
425.6,2280,1138.88,39.19
426.6,2280,1138.88,39.19
427.6,2300,1138.88,39.19
428.6,2300,1138.88,39.19
429.6,2300,1138.88,39.19
430.6,2300,1138.88,39.19
431.6,2320,1138.88,39.19
432.6,2320,1138.88,39.19
433.6,2320,1138.88,39.19
434.6,2320,1138.88,39.19
435.6,2340,1138.88,39.19
436.6,2340,1138.88,39.19
437.6,2340,1138.88,39.19
438.6,2340,1138.88,39.19
439.6,2360,1138.89,39.19
440.6,2360,1138.89,39.19
441.6,2360,1138.89,39.19
442.6,2360,1138.89,39.19
443.6,2380,1138.89,39.19
444.6,2380,1138.89,39.19
445.6,2380,1138.89,39.19
446.6,2380,1138.89,39.19
447.6,2400,1138.89,39.19
448.6,2400,1138.89,39.19
449.6,2400,1138.89,39.19
450.6,2400,1138.89,39.19
451.6,2420,1138.89,39.19
452.6,2420,1138.89,39.19
453.6,2420,1138.89,39.19
454.6,2440,1138.89,39.19
455.6,2440,1138.9,39.19
456.6,2440,1138.9,39.19
457.6,2440,1138.9,39.19
458.6,2460,1138.9,39.19
459.6,2460,1138.9,39.19
460.6,2460,1138.9,39.19
461.6,2460,1138.9,39.19
462.6,2480,1138.9,39.19
463.6,2480,1138.9,39.19
464.6,2480,1138.9,39.19
465.6,2480,1138.91,39.19
466.6,2500,1138.91,39.19
467.6,2500,1138.91,39.19
468.6,2500,1138.92,39.19
469.6,2500,1138.93,39.19
470.6,2520,1138.94,39.19
471.6,2520,1138.94,39.19
472.6,2520,1138.94,39.19
473.6,2540,1138.94,39.19
474.6,2540,1138.95,39.19
475.6,2540,1138.95,39.19
476.6,2540,1138.95,39.19
477.6,2560,1138.95,39.19
478.6,2560,1138.95,39.19
479.6,2560,1138.95,39.19
480.6,2580,1138.95,39.19
481.6,2580,1138.95,39.19
482.7,2580,1138.95,39.19
483.7,2580,1138.95,39.19
484.7,2600,1138.95,39.19
485.7,2600,1138.95,39.19
486.7,2600,1138.95,39.19
487.7,2600,1138.96,39.19
488.7,2620,1138.96,39.19
489.7,2620,1138.96,39.19
490.7,2620,1138.96,39.19
491.7,2640,1138.96,39.19
492.7,2640,1138.96,39.19
493.7,2640,1138.96,39.19
494.7,2640,1138.96,39.19
495.7,2660,1138.96,39.19
496.7,2660,1138.96,39.19
497.7,2660,1138.96,39.19
498.7,2680,1138.96,39.19
499.7,2680,1138.96,39.19
500.7,2680,1138.96,39.2
501.7,2680,1138.97,39.19
502.7,2700,1138.97,39.19
503.7,2700,1138.97,39.19
504.7,2700,1138.97,39.19
505.7,2720,1138.97,39.19
506.7,2720,1138.97,39.19
507.7,2720,1138.97,39.19
508.7,2720,1138.97,39.19
509.7,2740,1138.97,39.19
510.7,2740,1138.97,39.19
511.7,2740,1138.98,39.19
512.7,2760,1138.98,39.19
513.7,2760,1138.98,39.19
514.7,2760,1138.98,39.19
515.7,2760,1138.98,39.19
516.7,2780,1138.98,39.19
517.7,2780,1138.98,39.19
518.7,2780,1138.98,39.19
519.7,2780,1138.98,39.19
520.7,2800,1138.98,39.19
521.7,2800,1138.98,39.19
522.7,2800,1138.98,39.19
523.7,2820,1138.98,39.19
524.7,2820,1138.98,39.19
525.7,2820,1138.99,39.19
526.7,2820,1138.99,39.19
527.7,2840,1138.99,39.19
528.7,2840,1138.99,39.19
529.7,2840,1138.99,39.19
530.7,2860,1138.99,39.19
