elapsed_s,channels_touched_so_far,server_mem_rss_mb,client_mem_rss_mb
701.7,3700,1214.28,39.93
702.7,3700,1214.28,40.1
703.7,3700,1214.28,40.31
704.7,3700,1214.29,40.55
705.7,3720,1214.49,40.27
706.7,3720,1214.49,40.27
707.7,3720,1214.5,40.36
708.7,3740,1214.51,40.59
709.7,3740,1214.51,40.01
710.7,3740,1214.51,40.16
711.7,3740,1214.52,40.4
712.7,3760,1214.53,39.91
713.7,3760,1214.53,39.95
714.7,3760,1214.53,40.21
715.7,3760,1214.53,40.44
716.7,3780,1214.56,40.25
717.7,3780,1214.56,40.27
718.7,3780,1214.57,40.27
719.7,3780,1214.57,40.48
720.7,3800,1214.59,40.01
721.7,3800,1214.59,40.04
722.7,3800,1214.59,40.29
723.7,3800,1214.6,40.53
724.7,3820,1214.61,40.01
725.7,3820,1214.61,40.12
726.7,3820,1214.61,40.36
727.7,3840,1214.62,40.59
728.7,3840,1214.63,39.93
729.7,3840,1214.64,40.16
730.7,3840,1214.64,40.4
731.7,3860,1214.71,40.58
732.7,3860,1214.71,40.59
733.7,3860,1214.71,40.59
734.7,3860,1214.72,40.59
735.7,3880,1214.9,40.58
736.7,3880,1214.9,40.59
737.7,3880,1214.9,40.59
738.7,3880,1214.91,40.59
739.7,3900,1214.93,40.0
740.7,3900,1214.93,40.01
741.7,3900,1214.93,40.23
742.7,3900,1214.93,40.46
743.7,3920,1214.95,40.0
744.7,3920,1214.95,40.01
745.7,3920,1214.95,40.23
746.7,3920,1214.95,40.46
747.7,3940,1215.07,39.96
748.7,3940,1215.07,39.97
749.7,3940,1215.07,40.21
750.7,3940,1215.09,40.44
751.7,3960,1215.09,39.91
752.8,3960,1215.09,39.97
753.8,3960,1215.09,40.23
754.8,3960,1215.1,40.44
755.8,3980,1215.11,39.91
756.8,3980,1215.11,39.99
757.8,3980,1215.11,40.23
758.8,3980,1215.12,40.48
759.8,4000,1215.14,39.93
760.8,4000,1216.06,40.05
761.8,4000,1218.73,40.33
762.8,4020,1222.38,40.57
