elapsed_s,channels_touched_so_far,server_mem_rss_mb,client_mem_rss_mb
372.6,2720,1141.54,42.79
373.6,2720,1141.55,42.8
374.6,2720,1141.55,43.02
375.6,2740,1141.56,43.02
376.6,2740,1141.57,43.02
377.6,2740,1141.58,43.03
378.6,2760,1141.59,43.04
379.6,2760,1141.59,43.05
380.6,2760,1141.6,43.05
381.6,2780,1141.61,43.05
382.6,2780,1141.62,43.05
383.6,2780,1141.62,43.07
384.6,2800,1141.62,43.07
385.6,2800,1141.63,43.08
386.6,2800,1141.64,43.09
387.6,2820,1141.66,43.09
388.6,2820,1141.66,43.1
389.6,2820,1141.67,43.1
390.6,2840,1141.68,43.11
391.6,2840,1141.68,43.11
392.6,2840,1141.7,43.12
393.6,2860,1141.7,43.12
394.6,2860,1141.7,43.13
395.6,2860,1141.71,43.13
396.6,2880,1141.72,43.14
397.6,2880,1141.73,43.15
398.6,2880,1141.74,43.15
399.6,2900,1141.75,43.16
400.6,2900,1141.75,43.16
401.6,2900,1141.76,43.16
402.6,2920,1141.77,43.18
403.6,2920,1141.77,43.18
404.6,2920,1141.78,43.19
405.6,2940,1141.8,43.19
406.6,2940,1141.8,43.2
407.6,2940,1141.8,43.2
408.6,2960,1141.81,43.2
409.6,2960,1141.82,43.21
410.6,2960,1141.83,43.22
411.6,2980,1141.84,43.23
412.6,2980,1141.84,43.23
413.6,2980,1141.86,43.23
414.6,3000,1141.86,43.24
415.6,3000,1141.87,43.35
416.7,3000,1141.88,43.36
417.7,3000,1141.88,43.37
418.7,3020,1141.88,43.37
419.7,3020,1141.89,43.37
420.7,3020,1141.89,43.38
421.7,3020,1141.9,43.38
422.7,3040,1141.9,43.38
423.7,3040,1141.9,43.39
424.7,3040,1141.91,43.39
425.7,3040,1141.92,43.4
426.7,3060,1141.92,43.4
427.7,3060,1141.93,43.41
428.7,3060,1141.93,43.41
429.7,3060,1141.94,43.56
430.7,3080,1141.95,43.56
431.7,3080,1141.95,43.56
432.7,3080,1141.95,43.57
433.7,3080,1141.96,43.57
434.7,3100,1141.97,43.57
435.7,3100,1141.97,43.58
436.7,3100,1141.98,43.59
437.7,3100,1141.98,43.59
438.7,3120,1141.99,43.59
439.7,3120,1141.99,43.6
440.7,3120,1142.0,43.6
441.7,3120,1142.0,43.6
